person_id,gr9_fall_math,gr9_fall_sci,gr9_fall_eng,gr9_fall_hist,gr9_spring_math,gr9_spring_sci,gr9_spring_eng,gr9_spring_hist,gr10_fall_math,gr10_fall_sci,gr10_fall_eng,gr10_fall_hist,gr10_spring_math,gr10_spring_sci,gr10_spring_eng,gr10_spring_hist
9546,D,A,A,A,A,D,A,F,A,,D,A,D,A,D,D
9547,A,A,A,A,A,A,,A,D,,A,,D,,A,D
9548,,D,A,D,D,A,F,A,,A,D,F,A,A,,D
9557,A,A,,A,,D,F,A,A,A,D,A,D,F,A,D
9558,A,D,A,,A,A,D,,A,A,,A,A,D,D,A
9560,D,A,A,F,,A,F,,A,D,A,D,D,A,F,D
9563,F,,D,A,A,,A,D,C,,,,,D,D,
9570,A,,D,A,F,A,,,,A,D,A,D,,A,C
9571,A,,A,F,A,A,D,A,A,D,A,A,A,,D,
9572,A,D,D,A,A,,A,,A,D,A,,A,D,D,C
9575,A,,,D,,D,,A,A,D,D,D,A,A,A,A
9578,A,,,A,A,A,A,A,F,,D,A,A,,,D
9579,,A,A,A,F,A,A,A,A,F,A,A,D,A,A,F
9581,A,,A,,A,A,A,A,A,A,,,A,A,A,A
9582,A,A,D,D,A,,A,,A,,D,D,A,A,D,A
9583,A,A,,A,A,A,D,A,D,D,A,,A,,A,D
9584,C,A,A,A,A,D,A,,D,D,D,,D,A,F,F
9586,,A,F,F,,A,A,,A,A,D,A,A,A,,D
9587,D,A,D,A,F,D,,F,D,F,A,D,D,,A,
9591,D,D,A,A,A,,A,A,A,,D,D,,A,F,A
9596,A,A,A,,F,A,A,D,D,,D,A,A,,A,
9597,D,,F,,A,A,A,A,A,A,A,A,D,C,,F
9600,F,A,D,,,A,A,C,A,D,A,A,F,D,A,A
9601,D,A,A,A,D,A,A,D,A,D,A,D,D,A,D,
9603,D,D,A,A,A,D,D,,F,,F,D,D,,D,
9604,A,A,A,A,D,D,D,,A,,A,A,A,D,,D
9606,A,D,A,A,A,,A,D,,F,A,A,A,A,D,D
9607,A,,D,,D,F,A,A,A,,A,A,C,A,D,A
9608,D,D,D,A,D,F,,A,,A,D,A,A,D,D,D
9609,,A,D,A,,,D,D,D,D,F,C,D,A,D,
9615,D,A,D,A,A,D,,A,A,A,A,A,A,D,D,A
9616,A,,D,C,A,A,A,,,A,A,A,,D,D,D
9617,F,D,D,A,,A,D,,D,D,D,D,A,A,D,A
9620,,,D,D,A,A,D,,A,A,D,,D,A,A,D
9621,,F,A,A,D,,,D,F,A,,A,,D,A,
9625,A,A,D,D,F,,F,,F,,,A,A,D,,A
9626,A,D,F,A,A,D,A,,A,A,D,,F,F,D,A
9628,,D,F,D,A,D,A,A,A,A,A,A,D,D,A,D
9629,D,D,A,A,,D,,A,D,,A,D,D,A,A,A
9630,A,,D,A,D,A,A,D,F,F,F,A,A,A,A,
9632,A,A,A,,F,A,A,A,D,,A,A,A,A,D,A
9634,,A,A,,,,D,F,A,F,D,D,F,A,D,D
9635,A,A,D,A,D,A,A,D,D,,,A,F,A,,C
9636,A,D,A,A,A,A,,,D,A,A,A,A,D,A,A
9638,A,A,D,F,A,D,D,,D,,D,A,,A,D,D
9641,D,A,F,A,D,A,A,,A,A,A,D,,A,D,D
9642,D,A,,D,D,F,F,A,D,A,,A,D,A,,C
9643,C,A,D,D,A,A,A,A,D,A,,A,,A,F,D
9644,,,D,A,C,F,A,A,,,,F,A,,A,A
9647,C,F,,A,A,A,D,A,,C,A,A,A,A,A,A
9650,A,D,A,A,D,,D,F,A,D,F,A,D,D,A,A
9651,D,D,,A,A,A,A,,,A,A,A,A,A,A,A
9653,A,F,A,A,,D,A,A,,D,F,D,D,A,A,A
9654,D,A,D,A,,D,A,A,D,,A,D,,A,,A
9655,A,A,F,A,A,D,A,A,A,,A,A,D,,,A
9656,,D,A,A,A,D,D,D,A,,,A,D,A,A,A
9657,F,,A,A,F,A,A,A,D,A,A,A,A,A,A,D
9659,A,F,D,F,D,,A,A,D,A,,D,F,,A,A
9661,D,A,A,,A,,A,,A,D,A,D,D,A,A,A
9662,A,A,D,A,A,,A,A,D,,D,D,,D,A,A
9664,A,A,A,A,,,,F,A,D,D,,A,A,A,A
9666,,F,,A,A,D,D,D,C,,,D,D,A,,A
9667,A,A,A,A,,A,A,D,A,A,A,A,A,,A,
9671,D,A,A,A,A,D,C,,,A,D,A,,F,A,
9672,,A,A,A,A,A,A,F,C,A,D,D,D,D,F,A
9673,A,,F,,D,D,,A,A,A,D,A,,A,C,
9674,F,D,,D,A,,A,,A,A,F,A,A,F,A,A
9676,D,D,D,F,D,D,D,A,A,A,D,A,A,F,A,A
9677,A,A,D,D,,A,A,A,D,A,D,,,D,D,D
9680,A,,A,A,,C,C,C,D,,F,,D,A,,A
9681,,,A,A,D,,D,A,C,,D,D,A,,A,F
9682,A,,A,A,A,A,,C,,A,A,A,,D,,C
9683,A,,,A,A,D,,A,,A,D,A,D,D,A,A
9684,D,A,A,A,A,,A,D,,A,A,D,F,D,D,A
9685,A,,,,A,A,D,,A,A,F,D,A,A,A,D
9689,A,A,A,A,A,,D,F,A,,A,D,A,A,F,
9691,F,A,D,A,,A,D,A,A,A,A,A,F,,A,D
9692,A,A,D,F,A,A,D,D,A,A,A,A,A,A,D,D
9695,A,A,,,,A,A,A,D,C,A,,,D,D,A
9699,A,D,D,A,A,A,A,A,A,D,D,A,,,A,A
9700,A,A,D,D,A,A,A,A,A,A,A,A,A,A,A,
9702,,F,A,A,F,D,A,A,A,D,A,D,D,D,F,A
9703,D,D,A,D,,A,A,C,,,,D,,,A,A
9704,A,D,,D,D,A,D,A,A,A,,F,A,F,,A
9707,,A,C,A,,A,A,D,,A,,A,F,A,,A
9708,D,A,C,D,D,D,D,D,D,A,D,A,A,A,A,D
9710,D,,A,A,A,A,A,,D,A,F,A,D,A,A,
9711,A,A,D,D,A,,,D,,A,D,,D,D,A,D
9713,A,A,A,A,A,A,A,D,F,A,D,D,,F,D,A
9715,A,A,,D,A,,,D,A,D,A,A,,,A,F
9716,D,D,,A,A,A,A,A,D,A,D,F,A,A,C,
9717,A,D,C,F,A,A,C,D,A,,A,A,A,D,D,A
9719,F,,F,D,A,A,,A,A,D,D,A,A,D,,A
9724,,A,,A,F,A,A,,D,D,A,,A,D,A,A
9725,D,A,D,A,,D,A,,A,,A,A,,C,,D
9726,A,,A,D,A,A,A,,C,D,D,,A,,D,A
9727,D,D,A,A,A,,A,,A,A,D,A,A,F,,D
9729,A,F,,A,,D,A,A,,A,A,,A,A,A,
9730,D,D,A,F,D,D,A,A,A,D,D,A,D,D,A,A
9731,D,A,A,D,A,,D,,A,C,A,A,A,A,A,A
9732,D,,C,A,A,C,A,,F,A,,A,A,D,A,A
9734,A,A,A,,A,D,,A,A,A,A,A,A,D,A,D
9735,F,A,D,A,A,A,A,A,D,A,,D,D,D,D,F
9737,D,D,,D,,A,,A,A,A,,,,A,A,A
9738,D,A,,A,,,A,A,,F,D,D,,D,,A
9739,D,D,A,,D,A,,D,,,A,D,D,D,D,A
9741,A,D,,,,C,A,,A,F,D,,F,A,A,A
9742,A,D,A,,A,F,A,D,A,D,,D,,D,A,A
9743,A,F,D,D,D,D,,F,A,A,F,,D,D,D,F
9746,A,A,D,D,A,,A,D,A,D,A,D,D,,A,A
9748,,A,,A,C,A,D,D,,C,A,,A,A,A,A
9752,D,A,A,,,,A,,A,A,,,,A,D,A
9753,D,D,,,D,D,,D,C,D,D,,,,A,A
9757,D,A,,D,A,A,A,,,A,A,A,A,A,A,D
9763,D,,A,A,D,,,A,A,A,A,D,A,A,D,D
9764,D,,D,,A,A,D,,A,A,D,,A,A,,A
9765,D,A,A,,A,,,,F,,A,D,D,D,D,A
9766,D,A,,,A,,C,A,A,,A,A,D,D,A,D
9768,A,D,F,A,,D,F,,F,,A,A,A,D,F,D
9771,A,A,,,D,,A,A,A,,,,D,A,A,A
9772,A,,F,D,D,,,D,,,D,D,A,D,,D
9773,D,D,A,,A,D,D,A,,D,A,D,A,,A,A
9774,,A,D,C,,,F,A,A,D,A,A,A,D,A,A
9775,A,A,C,A,A,D,A,A,D,D,A,A,A,A,F,A
9776,,,F,D,F,,A,,A,D,D,,D,A,A,A
9778,A,D,F,D,F,A,D,C,,A,A,A,D,A,,A
9779,A,,D,D,A,,A,A,A,D,A,D,A,D,D,A
9782,A,A,,A,D,A,A,A,A,A,A,,F,F,A,A
9783,D,A,A,D,D,D,A,A,,D,A,D,F,F,,A
9784,,A,D,D,D,,,A,A,,A,A,A,A,A,
9785,D,,A,A,F,A,C,A,A,F,C,,A,,F,F
9786,D,A,A,A,A,A,A,A,A,A,D,,D,A,A,
9787,A,,A,C,A,D,A,D,A,A,A,D,A,D,,A
9795,A,,A,D,,,A,D,F,A,D,A,A,A,A,D
9797,,D,A,A,A,A,,A,,F,D,D,A,F,A,D
9802,A,,,,A,A,F,,A,D,D,D,F,,,D
9806,A,,A,D,,,D,D,A,,A,F,D,D,,A
9807,A,D,F,D,A,D,A,D,,D,A,A,D,A,A,A
9809,D,,A,,D,D,,,A,D,A,D,A,A,A,D
9810,F,A,C,A,F,,D,A,A,F,D,A,C,A,,A
9814,D,,A,A,F,A,A,A,F,,D,A,D,D,D,D
9816,D,,,,F,A,D,A,D,A,,A,A,A,,A
9817,,D,F,A,A,A,,D,A,D,D,C,,,,A
9820,A,A,D,F,A,A,A,A,A,D,A,A,A,A,A,D
9822,D,D,A,A,A,F,A,,F,A,D,A,F,A,,F
9823,A,F,D,A,,,A,A,,F,D,D,,A,A,A
9824,D,A,A,D,A,D,A,A,A,A,A,D,D,,A,
9825,,D,,,A,F,F,,D,A,A,D,D,D,A,
9828,A,,A,D,A,A,A,,D,,D,D,A,,C,F
9829,A,C,A,D,A,A,D,,D,,D,,A,A,D,D
9830,D,A,A,A,,,A,A,A,D,A,A,,A,A,A
9831,A,,,A,F,D,A,A,D,F,A,D,A,D,C,
9832,,A,,,D,,F,,A,D,A,A,D,A,D,A
9835,D,A,A,A,A,,,A,D,D,,A,D,A,,D
9837,A,,A,D,F,D,A,A,D,D,,D,D,D,A,
9840,,A,A,,A,A,A,D,,,A,,A,D,A,A
9841,D,,,D,A,D,A,A,A,F,A,D,A,F,A,D
9842,D,,D,A,D,A,A,A,D,F,,A,D,D,C,A
9844,,A,D,,F,C,A,D,D,,A,A,A,,D,A
9847,,A,A,,A,D,A,A,,A,A,D,,A,D,A
9848,A,,A,A,D,C,A,D,,,D,A,,D,A,
9850,D,C,A,A,D,A,A,,,D,D,A,D,D,A,D
9856,A,A,A,D,A,A,A,D,A,D,D,A,D,,D,D
9857,D,F,D,A,F,D,A,D,A,D,A,F,,A,A,D
9858,D,F,D,A,A,,,,D,D,D,A,D,A,A,A
9861,D,A,A,A,A,,A,,A,A,A,,A,,,D
9863,D,D,,A,A,A,A,A,D,,,,D,A,A,A
9864,,D,A,D,,D,F,D,F,F,A,A,D,A,,A
9867,,D,F,A,D,D,,,D,,A,C,A,A,A,A
9868,,F,,D,A,F,,A,,,D,,F,D,,
9869,F,A,A,A,D,D,A,,,A,A,,A,,A,A
9870,F,A,A,,A,D,A,A,,,A,,,A,A,A
9873,A,D,D,A,D,,,D,D,F,A,D,C,F,D,A
9880,F,,A,A,D,C,A,D,A,A,C,A,D,,,D
9884,A,A,A,F,A,D,A,A,A,A,A,A,A,A,,
9885,A,A,A,D,D,A,,,D,D,F,D,D,A,D,C
9887,,,F,D,D,A,F,,F,,D,,D,A,,A
9888,A,A,A,F,,F,A,,,A,A,,F,,C,A
9894,A,A,A,A,D,A,,,A,,,,,A,A,F
9895,A,F,A,A,D,,A,,F,D,C,D,D,,D,A
9898,A,A,,A,A,D,A,D,,A,A,C,A,,,A
9899,A,,D,D,,C,A,A,D,,C,D,D,A,A,D
9901,A,A,A,,A,,A,,,,F,A,,A,A,
9902,A,,C,A,A,,,A,A,A,,A,D,D,D,A
9905,,A,D,A,A,,D,D,A,,A,D,,,A,A
9906,F,A,D,,D,,D,D,,A,D,,A,,A,D
9907,D,D,,,A,D,A,F,F,A,A,D,D,,A,
9909,A,D,C,D,D,A,A,A,A,A,A,F,A,D,D,
9910,,,D,A,A,D,D,,D,A,A,A,A,F,D,A
9911,,D,D,,A,A,A,,,A,D,A,A,A,D,A
9913,A,D,D,A,A,A,D,A,A,C,D,D,A,A,,
9914,A,D,A,C,F,A,D,D,A,,D,D,A,D,D,A
9915,D,A,D,,,D,A,A,,,,D,,A,,D
9916,A,D,A,A,A,A,D,A,D,A,D,A,,A,D,D
9917,A,,F,A,A,A,A,D,A,D,A,,A,A,A,A
9919,A,A,D,D,A,D,A,,,A,A,D,A,A,D,
9920,D,D,A,A,A,C,,A,A,A,A,,,A,A,D
9922,A,A,A,A,A,,A,D,A,A,A,,,A,D,A
9924,D,A,A,D,A,A,,,A,A,A,A,A,D,A,A
9927,F,A,A,A,A,A,A,A,A,A,,A,D,A,A,A
9928,A,D,A,A,A,,,A,F,A,,F,A,,A,A
9930,A,A,A,A,A,D,F,D,A,,A,,F,A,A,
9931,C,A,A,D,,A,A,F,F,F,,D,,D,,A
9932,,,D,D,A,D,D,,A,A,A,D,A,A,D,D
9933,D,D,A,A,A,A,,A,A,C,D,A,D,A,A,D
9934,A,A,A,,D,A,A,A,D,A,A,A,F,,C,A
9936,,,A,A,A,,A,,,A,D,D,F,,D,F
9939,A,A,A,D,,D,A,A,A,A,A,D,A,A,D,D
9943,A,A,A,A,,A,F,D,A,D,A,A,A,A,D,A
9944,F,A,D,A,D,A,,C,D,D,,A,A,F,A,A
9945,A,,,A,D,,,D,A,F,F,,A,D,,D
9947,A,D,D,A,A,D,A,A,A,A,D,,F,A,A,A
9950,,A,A,,A,A,F,F,D,D,D,A,D,A,D,A
9953,A,A,C,,D,A,D,,D,,,,D,D,D,
9954,A,D,,A,,,,F,D,D,D,D,C,F,A,
9955,A,A,D,F,D,D,,A,A,A,A,F,A,,A,A
9958,,A,A,A,A,A,D,A,,,A,A,A,,A,D
9962,,A,,,A,,D,A,A,F,,A,,,F,D
9964,,,D,,A,A,A,A,D,D,F,A,A,D,D,A
9965,D,A,A,A,D,,,A,C,F,D,,A,D,,F
9967,A,A,A,A,A,D,A,A,A,A,D,,A,D,,A
9969,A,,F,A,,A,F,A,A,A,D,D,A,D,F,F
9970,,A,D,A,,D,A,F,A,,D,D,D,A,A,D
9971,D,A,A,A,A,,,A,A,D,A,D,,D,F,A
9972,D,A,,D,A,A,D,,D,D,,A,D,D,D,A
9974,A,D,D,D,F,,,A,A,A,D,D,D,D,D,A
9975,,,A,A,F,,D,A,A,,A,A,,A,D,A
9977,,A,A,,,A,,D,A,F,D,,A,,A,A
9978,D,A,,A,,,,A,A,,F,D,A,A,,D
9979,A,C,,A,D,D,A,D,,A,A,A,,A,A,D
9980,D,A,,A,A,D,D,A,,A,,F,D,,,
9981,A,,A,D,A,A,A,,C,A,A,A,D,,A,A
9982,F,A,,F,,,D,A,F,A,A,A,A,D,A,A
9984,D,D,,A,D,C,,D,A,A,A,A,,A,D,A
9985,,D,D,,D,,,A,,F,,F,F,A,A,A
9986,F,D,,A,,A,D,,A,A,F,D,A,A,,A
9987,,D,D,A,,A,A,D,A,F,A,A,D,A,A,
9988,F,A,A,F,A,,F,A,F,,,,A,D,A,F
9992,F,A,,,A,,A,D,D,A,A,A,A,F,A,A
9994,D,C,D,D,A,A,A,A,A,,A,,,D,A,A
9995,A,A,,D,,D,F,A,A,,A,A,D,D,A,A
9996,A,,A,A,F,A,A,D,D,D,A,D,D,A,A,C
9997,A,A,D,A,D,A,A,D,D,,A,D,A,,A,A
9998,,A,A,A,D,A,A,A,,A,A,A,A,D,D,F
9999,A,A,A,A,A,A,A,A,,D,D,A,D,A,D,A
10001,A,A,A,,A,D,A,A,F,C,,A,D,A,,
10003,A,,D,A,D,A,,A,D,D,A,A,A,D,D,
10004,A,,A,D,A,A,D,A,,A,A,,A,A,D,F
10005,F,A,,F,A,A,A,A,D,D,D,,A,,C,F
10006,F,F,A,D,,A,,,D,D,D,,,D,A,F
10007,A,D,A,A,A,A,,A,,A,,A,A,A,D,A
10011,A,A,D,F,F,,A,A,,A,A,D,C,A,D,
10017,,,A,A,A,A,C,A,D,D,,A,,D,D,
10018,,D,D,D,A,D,A,D,D,,A,,F,A,A,D
10020,A,A,D,F,D,,A,D,A,,A,D,,D,,D
10021,A,A,D,D,A,D,,A,,A,D,D,,A,A,A
10023,,A,,D,A,F,A,,,,A,A,,D,A,A
10028,A,,D,A,A,A,A,A,A,A,A,D,,A,,A
10029,A,A,F,D,A,,A,A,D,A,,,,A,F,D
10031,,F,F,A,C,,D,,D,D,A,A,D,A,D,A
10034,D,A,,,,A,A,A,D,,A,,,A,A,A
10036,D,,,,,D,D,A,A,A,A,A,F,A,D,A
10037,D,A,A,,D,A,D,,A,A,A,A,D,D,C,D
10039,D,A,D,F,A,A,,,,C,D,A,,D,A,
10040,A,D,A,D,F,,A,D,A,D,C,D,A,D,D,D
10041,,D,,F,A,A,A,D,D,,D,D,A,D,A,D
10042,F,F,A,D,D,A,A,D,D,A,F,,A,A,D,A
10044,A,A,A,A,A,,D,A,A,A,D,A,,D,D,D
10045,F,,A,A,,A,A,F,A,,F,D,,A,A,A
10046,,D,D,,D,A,D,,D,D,A,A,,D,D,A
10047,A,A,D,A,,,A,A,A,A,A,A,F,F,A,
10049,A,D,A,F,D,D,A,,D,,A,F,A,A,A,A
10052,A,A,A,A,A,D,A,,F,A,A,A,D,A,A,
10055,D,F,A,A,A,A,A,A,A,,D,F,,A,,A
10056,A,A,,A,A,,A,D,A,,,,,,,A
10057,D,,A,F,A,D,D,A,A,,A,D,D,D,,A
10060,A,D,A,D,,A,A,,A,A,C,D,A,C,A,A
10062,A,,D,A,A,A,D,A,C,A,,D,A,D,,D
10064,,D,A,F,A,,A,A,,D,A,,,A,A,A
10065,A,A,F,D,A,F,A,F,D,,,F,A,D,A,D
10074,D,,A,A,D,,D,A,D,A,D,C,A,A,A,C
10075,F,,D,D,D,A,C,D,A,F,,,A,D,,A
10078,A,A,,,D,C,A,,A,A,F,A,A,,A,
10080,,D,A,,D,,D,,A,,,A,F,D,F,F
10084,F,A,F,,F,,A,D,A,D,A,,A,D,F,D
10085,F,F,,D,A,A,C,D,A,A,,D,C,D,A,C
10089,,D,A,,,D,A,A,A,A,D,D,A,A,D,A
10093,A,A,A,A,D,F,A,,,A,A,,,A,D,D
10095,,,A,A,A,A,A,A,A,A,D,F,A,A,A,D
10097,D,F,A,D,A,D,D,,A,D,F,D,A,D,D,D
10098,,A,A,A,,F,,D,A,D,F,A,D,D,A,D
10100,,A,A,,A,A,A,D,A,D,D,A,,A,D,A
10101,A,A,D,D,D,D,A,,,,A,A,A,F,A,A
10103,D,,,A,A,D,A,D,A,,F,F,A,F,A,A
10104,A,D,D,A,A,A,A,A,,D,A,A,D,D,,A
10107,A,C,A,D,A,,,F,,,,A,D,A,D,
10109,A,A,,A,D,,D,D,D,A,A,D,,A,A,A
10110,,A,D,D,A,A,,A,A,D,D,D,A,F,D,A
10111,,D,A,A,F,A,F,A,A,,C,D,A,A,,D
10112,A,D,A,,C,F,C,A,A,,,,A,,A,A
10113,A,A,D,D,D,,D,A,D,,A,A,A,A,A,D
10115,D,D,F,A,A,A,D,A,,A,,A,A,D,D,A
10116,D,A,D,,D,A,D,A,D,D,A,,,A,A,A
10118,D,A,,,A,A,A,A,D,A,A,D,,A,A,A
10121,A,A,A,F,D,A,A,A,A,D,A,A,,A,D,
10123,D,,A,D,A,A,A,A,D,,F,A,A,,,A
10124,D,A,F,F,,F,A,A,F,D,D,A,A,D,,A
10125,,C,D,,,A,A,A,A,A,,D,D,F,C,
10126,A,D,,A,,,A,A,,,A,D,A,A,D,F
10128,F,A,D,D,,D,A,D,A,A,A,,F,A,D,A
10130,F,A,D,A,A,D,D,D,A,A,,,A,,D,D
10131,D,,A,A,F,D,,A,,A,A,D,,A,A,
10143,,,D,D,A,,A,A,D,F,A,A,A,A,D,A
10144,A,,,D,,A,D,,A,A,D,,,F,A,F
10145,A,A,A,A,A,C,,D,A,A,A,A,,D,F,A
10146,D,,A,D,A,A,A,,A,F,C,D,A,F,,A
10147,D,,,D,A,A,A,,,D,A,A,,A,D,D
10148,A,A,F,A,A,A,A,,,A,A,D,A,,A,
10149,,,F,,,D,A,A,A,A,A,,A,,C,A
10150,A,A,D,D,D,D,D,D,D,D,,D,A,D,A,A
10151,D,D,,,D,D,A,D,D,,A,,A,D,C,A
10153,D,D,D,A,A,D,D,D,A,D,A,F,A,,A,D
10155,A,F,F,A,D,A,A,D,A,A,A,,C,,A,A
10157,A,,,,F,A,,D,D,A,D,,A,A,A,D
10159,D,,,,A,A,D,A,A,,A,A,F,,,D
10160,A,A,,D,D,,D,D,A,A,A,A,,A,A,
10161,F,D,,,,A,D,F,A,D,,,A,D,A,D
10164,A,A,A,A,A,A,,D,A,A,,D,,A,D,D
10165,A,A,A,F,A,,A,A,F,,A,,D,A,A,A
10166,D,D,,A,A,A,D,A,A,D,A,,A,A,A,D
10168,D,A,A,A,D,A,A,,A,,A,A,A,,A,
10169,D,,D,D,,A,,F,D,,A,A,C,A,A,C
10170,A,F,A,,,D,A,,A,A,D,A,A,A,D,D
10175,,A,A,,D,A,D,A,D,A,A,D,A,D,,F
10176,A,A,A,D,,,D,,D,,A,D,D,D,,A
10178,A,D,F,A,A,D,A,,D,D,A,D,,D,A,
10180,D,A,,C,D,F,,D,A,A,D,D,D,,A,D
10182,F,D,,A,D,A,F,A,C,A,A,A,A,,D,D
10184,A,A,A,A,,A,A,D,,A,A,D,D,F,A,
10188,,A,D,A,A,F,A,,A,A,A,A,F,A,,D
10192,D,,A,A,F,A,A,A,A,A,A,F,A,D,D,F
10193,A,F,F,D,A,,D,,A,F,A,C,,,,A
10194,A,A,A,D,A,,A,D,D,A,D,A,,A,,A
10196,D,F,D,D,D,A,,D,,F,A,,C,F,D,C
10197,A,A,A,D,A,D,A,A,A,C,A,,,A,A,
10199,A,D,D,A,,A,A,A,A,A,D,A,D,A,D,
10204,A,,,A,A,,A,A,C,,,A,F,A,A,D
10205,,A,D,D,A,A,,D,D,D,D,F,D,A,,A
10208,F,,,,,,,,A,A,D,A,A,,,A
10209,F,A,,A,,F,A,D,D,D,A,D,A,,D,A
10211,A,A,A,A,,A,D,A,D,A,A,A,F,A,,D
10212,A,A,A,A,D,,D,,A,C,D,A,A,A,F,A
10215,F,D,A,A,A,D,F,,A,A,A,F,A,A,A,A
10216,A,F,,A,D,D,,,A,A,C,A,D,A,D,D
10217,,,,F,,,,D,,A,D,,A,C,,F
10218,D,A,A,A,,,C,D,A,A,,,A,A,D,A
10219,,A,A,A,A,A,A,,A,A,A,D,,,,F
10220,,A,A,D,,D,A,F,D,A,A,D,F,F,D,
10222,A,,A,,F,F,D,,D,A,D,D,F,A,D,D
10224,A,,A,D,,D,A,A,A,,D,F,A,D,D,D
10231,D,A,A,D,A,D,A,D,,A,A,A,D,A,F,D
10233,F,A,A,,D,D,A,F,A,F,A,D,,D,D,A
10234,,F,,,A,C,A,A,C,A,A,A,A,D,A,A
10237,C,A,,,A,A,A,D,,A,A,A,,,D,A
10239,,,A,F,A,A,D,A,,A,,A,A,D,,A
10240,C,A,D,A,A,A,A,,A,F,A,A,,A,A,A
10242,,A,,,D,,D,D,,D,,A,A,A,C,D
10244,C,D,A,A,D,D,D,D,,A,D,A,,D,F,A
10245,,A,D,A,D,A,,A,A,A,,D,,A,A,D
10247,D,A,,A,,A,A,D,A,A,A,,A,D,A,A
10248,D,F,D,A,A,C,F,A,A,,A,,A,,A,A
10249,D,A,A,,A,A,A,,D,A,A,A,A,D,D,A
10250,A,A,D,D,A,D,A,A,D,D,A,A,D,A,D,A
10251,D,D,,D,D,D,A,A,,A,,A,F,D,A,
10252,A,A,A,D,A,A,A,A,A,,D,A,A,A,,
10253,A,A,D,,A,,D,F,A,D,A,D,A,A,C,C
10254,D,A,A,A,,A,A,,,A,,A,D,D,A,A
10255,D,A,A,A,D,A,A,A,D,A,A,D,A,D,D,D
10257,A,A,A,A,D,A,D,D,D,D,,,A,A,A,
10258,,,D,D,,D,A,,A,D,A,A,D,D,A,
10259,D,A,A,D,F,A,A,,A,,A,A,,A,A,A
10260,D,F,A,,A,A,A,A,,A,A,A,D,D,D,D
10263,A,A,A,A,,F,D,,A,D,,D,A,,A,A
10264,A,A,D,A,D,A,D,C,A,A,D,A,A,D,A,A
10265,A,A,,A,,A,D,A,,A,F,F,D,A,A,
10266,,C,,A,A,A,A,A,D,F,A,,D,A,,D
10267,A,A,A,,D,,F,A,,D,A,A,F,,,
10268,A,,A,,F,A,A,C,,A,D,A,D,D,C,D
10269,,D,,A,A,A,A,D,,,,D,D,D,A,A
10272,A,A,A,D,D,,A,A,F,D,A,D,D,D,D,A
10273,A,,D,,A,A,A,A,D,A,A,A,,A,A,
10274,A,A,A,A,A,,A,C,,,A,A,A,A,F,A
10275,A,A,,,,A,A,,D,D,D,D,A,D,A,A
10276,A,D,,A,D,D,,D,F,A,,A,A,D,F,A
10278,,D,A,A,D,A,D,D,A,D,F,A,A,A,A,F
10284,,C,D,A,D,,A,D,A,,A,D,F,D,D,A
10285,A,D,,D,A,,F,D,A,A,A,A,,F,D,A
10286,A,,A,A,,,D,D,D,D,D,D,D,D,,D
10287,A,D,A,C,A,D,,,,A,D,D,A,F,A,
10289,D,A,A,,A,,A,D,F,,,,A,F,,
10293,A,A,A,,D,D,A,A,A,A,A,C,A,,,A
10295,A,A,D,D,A,A,A,,A,,A,A,,,,A
10298,A,D,A,,,A,A,A,D,D,F,A,A,A,F,D
10299,,A,A,A,,D,F,,,A,F,A,A,A,A,
10301,,D,,A,D,A,,A,A,,A,A,A,D,A,C
10302,A,,A,,A,,D,A,A,A,A,,,A,A,A
10303,,A,F,C,D,F,,A,A,,D,D,,D,A,A
10305,A,A,C,A,F,,A,D,D,D,D,A,D,A,,A
10308,A,D,A,A,D,,A,C,D,A,C,,A,A,F,A
10309,A,D,D,,C,D,F,,,F,A,F,A,,,A
10310,A,A,A,,A,F,,A,A,,A,F,,,A,
10312,A,D,D,,A,,A,,,D,,D,A,A,A,F
10315,F,A,A,D,,D,A,A,C,A,D,A,D,,A,A
10319,A,D,D,A,A,A,F,,D,A,,,A,D,A,
10320,D,D,A,D,A,A,A,A,A,A,A,A,D,,A,A
10323,A,D,,D,D,A,A,D,A,A,A,A,A,D,A,A
10324,A,A,F,F,A,A,,D,,A,A,A,F,D,A,D
10326,D,A,,D,A,D,A,,F,,A,,D,A,F,A
10328,D,A,D,D,D,A,A,A,D,,,,A,,,A
10331,A,A,A,,D,,A,A,A,D,,D,A,A,A,A
10333,,A,C,A,A,A,A,,A,A,,A,A,A,F,A
10334,A,A,A,D,A,,D,A,,A,D,A,A,A,A,A
10336,A,D,,A,F,D,,,D,,A,,A,A,A,A
10339,D,D,A,F,D,A,A,,D,,A,A,A,D,,D
10340,,D,,A,A,A,D,F,,D,,A,D,A,A,F
10341,D,D,A,D,A,D,D,A,,F,A,,A,F,,D
10342,A,C,D,D,D,F,A,D,F,A,D,A,D,F,A,D
10343,A,D,A,A,A,D,A,D,A,A,D,C,A,D,D,
10344,A,A,C,A,A,D,D,A,A,A,A,A,A,A,D,A
10345,A,D,D,,,A,A,A,A,,D,,,D,,
10346,D,A,A,,A,A,,A,D,F,D,A,,F,D,A
10348,,D,A,,A,D,A,,,A,D,A,A,D,,A
10350,D,A,,A,A,,,,A,A,,C,D,A,D,A
10353,,A,,A,A,,A,D,D,A,A,,D,D,A,A
10354,A,,A,,A,D,D,D,,A,,A,A,A,,F
10355,A,A,,A,A,A,,,D,D,D,,F,A,A,D
